remote_share,remote_attrition_coef,rep,seed,velocity,total_velocity,avg_wait,blockers_resolved,completed_tasks,mean_skill,attrition_count
0.4,1.0,11,1010000401011,719,16955,1.7764995891536566,1217,6150,0.8936537078788052,1
0.4,1.0,12,1010000401012,727,16997,1.6517493897477624,1229,6226,0.8840461490445802,1
0.4,1.0,13,1010000401013,707,16937,1.7725856697819315,1284,6121,0.8885655460126183,1
0.4,1.0,14,1010000401014,710,16995,1.6985845129059118,1201,6165,0.8958759147730422,0
0.4,1.0,15,1010000401015,699,16905,1.7348193697156034,1301,6231,0.8963590570214152,0
0.4,1.0,16,1010000401016,715,17042,1.589271417133707,1249,6114,0.8968056350691402,0
0.4,1.0,17,1010000401017,715,17001,1.6900584795321638,1197,6192,0.8956889474311911,0
0.4,1.0,18,1010000401018,705,16978,1.630695443645084,1251,6257,0.8841239632934361,1
0.4,1.0,19,1010000401019,728,16971,1.6910246227164416,1259,6191,0.8964681137615396,0
0.6,1.0,0,1010000601000,716,16883,1.8832,1250,6122,0.8521574136366616,1
0.6,1.0,1,1010000601001,698,16882,1.8268467037331215,1259,6183,0.8559327933072979,1
0.6,1.0,2,1010000601002,698,16924,1.8395168248490077,1159,6225,0.8918111297130189,1
0.6,1.0,3,1010000601003,713,16907,1.8745762711864407,1180,6177,0.893209300099293,1
0.6,1.0,4,1010000601004,704,16875,1.959114139693356,1174,6156,0.8889333559787278,2
0.6,1.0,5,1010000601005,708,16882,1.8643379366368806,1231,6167,0.8882380783190216,1
0.6,1.0,6,1010000601006,714,16920,1.7385103011093503,1262,6240,0.89627002002055,0
0.6,1.0,7,1010000601007,706,16932,1.8566493955094991,1158,6168,0.8951673322150443,0
0.6,1.0,8,1010000601008,705,16904,1.7961783439490446,1256,6159,0.8720437540038795,3
0.6,1.0,9,1010000601009,709,16940,1.803425774877651,1226,6125,0.8953760998011886,0
0.6,1.0,10,1010000601010,715,16910,1.8965224766751485,1179,6097,0.859851176512682,5
0.6,1.0,11,1010000601011,714,16876,1.89031224979984,1249,6122,0.8957325985786098,1
0.6,1.0,12,1010000601012,731,16939,1.7901134521880064,1234,6140,0.8954960106252171,0
0.6,1.0,13,1010000601013,709,16887,1.8845514950166113,1204,6194,0.8622647267877509,1
0.6,1.0,14,1010000601014,728,16917,1.8448132780082989,1205,6171,0.8961734070992067,0
0.6,1.0,15,1010000601015,708,16925,1.8282504012841092,1246,6072,0.8956406568384694,1
0.6,1.0,16,1010000601016,720,16857,1.913709677419355,1240,6170,0.8952580558119376,1
0.6,1.0,17,1010000601017,713,16844,1.9966273187183812,1186,6176,0.8799578919317739,3
0.6,1.0,18,1010000601018,714,16931,1.746845425867508,1268,6117,0.87430356217712,2
0.6,1.0,19,1010000601019,705,16889,1.9156928213689481,1198,6137,0.8737269964812562,3
0.8,1.0,0,1010000801000,706,16770,2.058405682715075,1267,6079,0.8811267200980903,1
0.8,1.0,1,1010000801001,719,16767,2.103614457831325,1245,6073,0.8947586197673871,1
0.8,1.0,2,1010000801002,710,16774,2.0430622009569377,1254,6122,0.891378460703441,1
0.8,1.0,3,1010000801003,698,16807,2.017059301380991,1231,6098,0.8947646605969541,2
0.8,1.0,4,1010000801004,712,16761,2.071656050955414,1256,6126,0.8410126324117485,2
0.8,1.0,5,1010000801005,706,16810,2.0,1245,6109,0.8951445413037531,1
0.8,1.0,6,1010000801006,711,16843,1.9372485921158487,1243,6120,0.8965433478064202,0
0.8,1.0,7,1010000801007,707,16853,1.8990306946688207,1238,6149,0.8967523126754774,0
0.8,1.0,8,1010000801008,694,16764,2.041935483870968,1240,6132,0.8928154111136533,1
0.8,1.0,9,1010000801009,706,16823,1.9734085414987912,1241,6113,0.8955378774665048,1
0.8,1.0,10,1010000801010,703,16879,1.8620689655172413,1218,6196,0.8959624117346022,0
0.8,1.0,11,1010000801011,721,16751,2.1232765612327658,1233,6081,0.8670850017864693,4
0.8,1.0,12,1010000801012,714,16724,2.2241666666666666,1200,6056,0.8710520456763652,2
0.8,1.0,13,1010000801013,696,16772,2.0125687352710133,1273,6116,0.8445349926501968,3
0.8,1.0,14,1010000801014,719,16838,1.9636062861869314,1209,6170,0.8954806368959811,0
0.8,1.0,15,1010000801015,719,16812,2.062342038753159,1187,6160,0.895175346343572,0
0.8,1.0,16,1010000801016,709,16784,2.012135922330097,1236,6173,0.8714956269403904,3
0.8,1.0,17,1010000801017,712,16786,2.1027568922305764,1197,6102,0.8460071314546183,3
0.8,1.0,18,1010000801018,709,16834,1.9782958199356913,1244,6062,0.8415175704268225,2
0.8,1.0,19,1010000801019,709,16762,2.2020373514431237,1178,6064,0.884820184839272,3
1.0,1.0,0,1010001001000,698,16761,2.129382303839733,1198,6113,0.8643797814438068,1
1.0,1.0,1,1010001001001,720,16744,2.131600324939074,1231,6066,0.895190603654668,1
1.0,1.0,2,1010001001002,698,16642,2.3509341998375306,1231,6016,0.850831785430217,2
1.0,1.0,3,1010001001003,719,16771,2.065040650406504,1230,6136,0.8861953856564865,1
1.0,1.0,4,1010001001004,706,16599,2.393231265108783,1241,6039,0.8625991838705765,6
1.0,1.0,5,1010001001005,690,16704,2.1782573940847323,1251,6045,0.8907830171597999,2
1.0,1.0,6,1010001001006,710,16704,2.2436213991769547,1215,6070,0.8952159852196914,0
1.0,1.0,7,1010001001007,692,16611,2.340597255851493,1239,6115,0.8536163965843235,5
1.0,1.0,8,1010001001008,705,16707,2.2311516155758078,1207,6053,0.8864536710117518,3
1.0,1.0,9,1010001001009,708,16707,2.29852045256745,1149,6112,0.8414988960970197,3
1.0,1.0,10,1010001001010,715,16660,2.292544570502431,1234,6031,0.8702039952527253,2
1.0,1.0,11,1010001001011,699,16673,2.2822240943555183,1187,6130,0.8892413269332838,2
1.0,1.0,12,1010001001012,716,16713,2.235148514851485,1212,6042,0.8951262578438343,0
1.0,1.0,13,1010001001013,695,16737,2.2218430034129693,1172,6071,0.841339426876673,2
1.0,1.0,14,1010001001014,726,16768,2.152454780361757,1161,6156,0.8956157615713589,0
1.0,1.0,15,1010001001015,704,16767,2.109623430962343,1195,6123,0.8912570546345912,2
1.0,1.0,16,1010001001016,709,16687,2.2764026402640263,1212,6051,0.8474647411091691,2
1.0,1.0,17,1010001001017,716,16667,2.3577441077441077,1188,6038,0.8868618446569639,4
1.0,1.0,18,1010001001018,692,16676,2.277591973244147,1196,6128,0.8278470792656449,2
1.0,1.0,19,1010001001019,722,16774,2.1319148936170214,1175,6127,0.8894864402805507,1
